producto_id,costo_unitario,precio_venta_unitario,cantidad_vendida,fecha_venta
P10,17.08,19.18,330,2023-08-28
P7,15.15,21.16,392,2023-11-30
P2,16.26,17.95,69,2023-12-10
P9,13.79,27.52,438,2023-11-06
P14,3.77,9.26,270,2024-04-18
P14,7.03,12.9,381,2023-07-06
P3,7.26,10.62,64,2023-07-05
P2,12.14,20.02,33,2024-04-08
P9,5.02,14.13,371,2024-06-28
P10,14.55,17.29,380,2024-11-28
P8,17.9,28.62,69,2024-04-02
P9,17.82,31.09,80,2025-02-11
P10,6.57,14.02,68,2024-10-23
P13,16.02,17.6,453,2023-08-19
P2,8.55,17.97,493,2023-07-25
P2,19.39,24.75,221,2023-12-11
P14,8.42,9.0,99,2025-03-24
P8,19.86,28.68,165,2024-04-06
P13,10.34,14.15,290,2024-02-19
P2,11.91,13.94,347,2025-05-31
P11,11.66,21.19,396,2024-01-26
P5,10.45,19.68,431,2024-07-28
P3,10.4,11.34,357,2024-03-24
P4,9.93,11.45,109,2023-07-30
P7,16.82,31.26,184,2023-12-23
P3,13.01,22.78,166,2024-04-07
P14,5.23,9.66,73,2024-06-27
P8,17.51,22.71,299,2025-03-09
P14,13.47,14.16,486,2023-12-28
P4,0.52,14.9,404,2024-10-02
P9,12.54,27.25,120,2023-10-03
P6,11.06,12.4,197,2024-04-22
P10,10.6,20.93,306,2023-07-30
P7,18.33,26.66,315,2023-06-20
P4,16.09,22.01,350,2023-10-15
P4,9.29,21.65,369,2024-09-30
P14,4.61,6.69,305,2025-04-17
P5,8.76,18.8,128,2025-02-23
P13,3.53,6.65,127,2024-01-02
P10,10.38,17.16,317,2024-09-21
P12,4.18,8.77,350,2025-03-09
P4,4.76,13.75,423,2024-01-15
P6,14.74,16.5,345,2024-04-26
P9,15.34,21.29,347,2023-07-10
P10,12.32,20.76,32,2024-04-11
P2,1.16,9.39,424,2024-11-21
P2,18.04,22.57,341,2024-03-16
P2,9.21,18.7,213,2025-03-09
P6,14.06,21.11,352,2024-04-30
P12,14.67,18.33,471,2023-10-23
P7,3.84,11.51,331,2023-12-13
P11,11.14,24.24,295,2024-05-12
P4,13.41,25.21,212,2024-01-28
P9,7.78,10.46,397,2024-06-20
P12,16.07,22.31,1,2024-06-06
P1,4.64,18.95,22,2025-04-10
P4,0.27,12.78,167,2024-08-11
P13,4.28,13.86,475,2023-12-26
P10,17.6,23.96,163,2024-06-08
P1,6.24,19.0,411,2025-01-18
P2,19.49,20.47,258,2023-10-16
P7,10.92,18.58,73,2023-10-29
P3,15.66,19.91,409,2025-04-27
P1,11.33,19.21,339,2024-11-24
P13,12.28,14.34,187,2024-02-19
P11,8.57,19.18,445,2023-11-18
P1,5.22,16.5,118,2025-05-05
P12,16.67,29.78,107,2024-06-29
P1,13.34,23.14,301,2024-07-25
P2,19.2,33.34,294,2023-12-30
P5,10.71,13.6,448,2025-05-12
P2,8.59,11.76,483,2024-05-08
P7,18.17,19.81,391,2024-08-08
P14,6.69,8.18,156,2024-07-22
P3,0.9,13.14,29,2024-02-15
P3,12.03,21.03,145,2025-05-16
P11,15.05,22.78,310,2023-10-14
P5,13.12,27.1,490,2023-09-17
P2,4.87,15.6,72,2024-02-07
P5,15.78,27.46,414,2024-07-02
P9,6.36,20.75,199,2025-05-12
P9,0.69,9.49,165,2023-08-28
P8,8.52,9.42,41,2024-04-07
P9,19.71,34.32,498,2024-06-18
P12,18.61,20.49,150,2024-04-02
P9,10.13,21.98,246,2023-10-14
P8,8.99,9.78,406,2023-11-04
P8,17.8,27.82,152,2023-11-16
P2,10.2,14.28,416,2024-12-25
P10,10.31,14.44,380,2024-03-31
P3,11.21,14.2,208,2025-01-29
P11,18.47,29.11,314,2024-03-21
P7,4.07,12.23,84,2024-08-01
P4,1.2,5.47,385,2025-05-19
P8,6.33,12.31,148,2025-04-29
P2,6.23,12.37,424,2024-05-18
P9,15.84,17.73,110,2025-01-27
P10,0.21,14.33,178,2023-10-16
P2,15.1,17.73,394,2024-02-11
P5,13.37,24.14,42,2024-03-04
P5,5.43,7.47,264,2024-03-06
P5,4.35,6.17,3,2023-08-08
P14,12.35,24.86,6,2024-06-02
P8,16.8,22.41,113,2024-06-16
P3,10.17,18.57,328,2023-09-29
P3,8.08,15.35,98,2025-05-30
P1,13.67,14.69,380,2025-01-14
P8,7.71,11.47,285,2025-03-30
P9,8.85,14.1,274,2024-02-05
P10,12.49,22.91,499,2023-11-14
P5,8.84,16.88,151,2025-04-03
P1,12.56,14.9,469,2025-02-22
P1,13.01,16.33,476,2024-04-04
P2,7.94,8.62,160,2023-08-23
P6,1.25,14.38,481,2024-11-23
P5,15.01,29.13,45,2024-10-12
P10,13.39,27.24,277,2024-04-13
P2,15.01,23.33,239,2024-09-26
P5,18.96,32.78,182,2023-10-25
P2,1.33,15.14,41,2024-07-30
P1,13.68,21.45,471,2024-05-29
P3,0.81,14.66,53,2024-10-26
P4,9.0,9.59,441,2023-08-31
P5,2.51,11.32,196,2023-07-14
P5,13.42,14.36,100,2023-07-04
P14,12.7,13.41,494,2023-06-19
P4,16.36,29.57,303,2024-05-10
P1,9.48,21.14,174,2024-10-20
P7,12.8,25.24,293,2023-08-20
P6,10.69,22.8,442,2024-02-02
P14,1.06,5.39,235,2024-07-08
P9,12.27,20.87,155,2024-12-30
P9,16.63,26.73,44,2023-07-02
P13,15.14,20.57,279,2023-12-06
P9,14.95,21.66,340,2023-09-29
P14,12.13,19.16,143,2024-01-15
P7,8.82,17.56,172,2023-09-29
P5,2.32,12.02,162,2023-10-19
P5,7.99,11.17,419,2024-05-27
P8,15.32,20.65,88,2024-11-17
P6,19.27,23.77,123,2024-05-10
P8,13.87,17.38,131,2024-05-11
P13,14.88,20.47,125,2023-09-08
P7,15.77,19.89,328,2024-03-09
P2,9.09,13.71,362,2024-08-27
P1,16.63,18.97,322,2025-01-04
P9,3.53,12.39,313,2024-08-01
P8,15.81,20.52,50,2024-04-10
P2,7.75,20.21,97,2023-12-11
P14,4.18,14.11,167,2023-08-31
P3,5.24,16.34,499,2024-10-22
P10,2.88,11.57,204,2023-12-12
P6,18.38,20.45,145,2023-08-03
P12,4.01,14.51,462,2024-10-25
P10,16.05,30.41,403,2025-05-24
P6,1.82,8.5,112,2025-03-21
P6,10.6,23.21,203,2025-05-02
P12,15.41,17.21,323,2023-11-09
P9,14.08,20.01,281,2024-06-20
P3,3.95,9.7,277,2023-07-08
P5,9.18,21.47,335,2023-10-22
P1,6.03,18.22,11,2024-07-08
P3,12.77,25.93,273,2025-01-06
P11,3.38,9.52,22,2024-05-26
P2,0.74,15.44,330,2024-01-03
P8,8.84,20.14,333,2024-02-01
P1,12.26,14.53,453,2023-06-15
P10,1.49,14.89,108,2024-01-14
P5,17.15,21.42,304,2024-07-06
P2,14.25,27.42,258,2024-11-18
P10,2.31,11.57,194,2024-03-03
P12,14.72,18.43,444,2024-06-11
P7,1.5,11.5,434,2025-03-02
P8,6.54,17.11,203,2023-12-10
P6,19.81,27.38,372,2024-10-09
P9,15.33,27.83,298,2025-04-25
P14,18.97,20.05,400,2023-11-04
P5,4.27,11.07,426,2024-04-05
P5,7.42,11.02,7,2024-01-03
P8,3.57,6.4,150,2023-11-10
P7,19.42,20.32,1,2024-02-28
P8,11.5,19.23,357,2023-12-01
P8,2.19,7.12,245,2024-12-31
P14,7.55,22.48,429,2023-11-13
P10,5.67,14.24,121,2023-12-05
P2,3.62,13.37,34,2025-03-22
P14,12.26,23.5,61,2023-06-28
P6,8.56,19.89,454,2025-05-12
P9,13.55,27.91,412,2025-04-11
P2,14.24,18.14,405,2023-09-03
P3,5.89,14.75,121,2024-03-13
P1,11.04,11.9,380,2024-03-06
P11,9.14,18.7,371,2024-01-28
P4,10.72,23.82,163,2023-06-18
P8,3.05,5.68,389,2023-07-01
P1,1.25,11.24,279,2024-05-23
P13,6.97,11.99,433,2024-02-05
P14,4.01,8.49,86,2025-03-23
P6,18.48,23.02,334,2024-06-17
P9,18.24,31.66,237,2025-05-09
P9,6.76,8.57,432,2024-12-31
P7,15.56,27.05,353,2024-01-12
P7,4.03,4.78,436,2024-02-27
P1,10.57,11.72,436,2023-12-09
P1,18.36,26.53,433,2024-08-17
P4,9.5,20.59,55,2023-07-11
P1,10.72,15.91,207,2025-02-23
P8,6.12,14.98,393,2025-05-28
P9,5.43,10.4,198,2024-05-20
P1,7.3,9.2,372,2024-02-23
P3,3.85,15.3,366,2024-04-10
P13,3.48,4.25,22,2023-12-30
P4,9.02,18.97,496,2024-09-25
P5,14.81,23.72,76,2024-05-12
P6,16.91,30.47,52,2025-05-17
P8,13.83,21.74,120,2025-01-10
P10,6.74,19.51,291,2023-11-11
P1,10.16,23.05,74,2023-11-19
P1,17.72,25.72,289,2024-02-13
P4,8.82,13.57,105,2023-09-16
P10,17.17,29.84,41,2024-02-12
P6,5.17,12.6,153,2024-02-19
P4,18.06,21.88,342,2024-10-20
P13,19.29,28.03,230,2024-05-15
P13,12.51,25.72,449,2024-11-20
P7,16.49,30.12,69,2023-12-02
P7,17.22,26.09,88,2024-02-19
P12,4.21,15.11,424,2024-11-26
P9,2.08,3.37,296,2024-02-26
P6,18.32,25.26,395,2024-03-10
P8,12.46,20.06,356,2023-07-22
P10,11.29,14.87,315,2024-06-11
P14,4.85,19.57,74,2024-05-20
P9,12.79,19.19,24,2023-12-12
P4,7.54,20.8,75,2024-08-09
P14,12.33,24.66,57,2023-11-18
P11,13.41,23.19,205,2023-10-29
P12,3.93,15.25,159,2025-03-15
P5,11.14,19.08,264,2023-09-07
P6,4.04,15.62,383,2024-07-28
P13,17.68,24.09,329,2024-10-24
P12,8.32,14.7,368,2023-06-21
P7,8.36,21.31,223,2024-02-17
P11,12.34,17.6,91,2025-02-17
P8,19.5,34.35,214,2023-12-26
P13,3.14,15.52,239,2025-01-05
P13,8.35,15.79,333,2024-07-06
P2,10.99,13.88,281,2024-03-25
P8,12.3,24.63,450,2024-08-26
P8,4.18,11.99,385,2025-02-17
P11,10.9,17.44,301,2023-08-07
P9,10.42,13.36,88,2024-08-11
P3,8.35,14.24,355,2024-08-25
P12,15.75,29.99,368,2023-10-22
P7,13.62,23.31,267,2024-02-04
P3,2.19,6.49,298,2024-06-19
P3,16.33,17.52,373,2023-12-06
P6,6.12,20.16,264,2024-05-13
P10,14.05,15.82,158,2023-11-27
P3,3.11,5.07,335,2024-06-24
P2,12.29,17.51,16,2024-02-05
P4,16.49,21.67,68,2023-09-29
P9,14.86,28.86,11,2025-03-21
P1,9.75,16.11,456,2024-07-20
P10,5.37,14.68,344,2024-08-23
P12,17.03,27.77,184,2025-05-02
P11,11.67,18.61,131,2024-02-17
P9,3.93,7.75,423,2024-02-08
P4,13.31,15.41,345,2023-11-06
P4,7.29,18.23,86,2025-01-10
P14,19.19,29.33,333,2025-05-12
P5,6.12,11.81,405,2024-11-20
P4,18.87,28.88,349,2024-02-09
P7,3.63,9.25,250,2024-12-28
P3,2.0,6.88,210,2025-02-23
P8,11.46,21.86,487,2024-01-13
P3,7.88,16.91,100,2024-06-18
P12,6.2,18.31,23,2025-03-09
P10,14.33,26.22,234,2024-01-28
P3,0.27,11.79,225,2024-09-29
P12,18.99,26.33,488,2024-04-19
P1,14.53,28.86,446,2023-10-10
P2,17.55,29.19,71,2025-05-29
P4,9.67,21.77,103,2024-10-28
P14,17.79,20.94,32,2023-08-14
P14,16.06,25.49,107,2025-02-03
P5,19.11,32.54,304,2024-06-04
P5,13.99,22.37,25,2024-07-20
P7,2.5,7.16,272,2025-01-15
P1,7.75,14.04,254,2023-08-14
P6,12.53,27.5,210,2025-04-10
P4,11.78,14.0,373,2024-11-14
P13,10.48,20.04,439,2024-07-18
P7,3.71,13.27,166,2024-08-24
P11,19.36,22.25,304,2025-03-16
P10,12.42,18.15,124,2023-12-25
P3,8.58,22.88,225,2024-09-29
P11,14.74,19.14,446,2023-11-16
P7,4.33,10.27,6,2023-08-22
P6,11.0,22.27,294,2025-01-31
P12,1.25,6.45,490,2024-01-31
P1,17.92,27.05,47,2023-09-01
P12,13.83,24.8,240,2023-07-29
P5,3.12,5.93,54,2023-07-18
P5,19.3,31.32,7,2023-08-05
P2,3.68,15.16,214,2023-11-16
P4,12.66,23.14,346,2024-01-01
P1,8.73,19.96,377,2024-01-15
P14,16.99,24.63,59,2024-09-08
P6,2.7,10.32,215,2024-08-07
P8,15.59,16.15,238,2023-11-04
P13,6.04,7.61,184,2024-05-26
P9,5.42,9.22,142,2024-09-28
P5,16.68,19.98,196,2023-07-06
P3,19.24,22.22,160,2025-01-12
P8,7.11,14.21,411,2024-03-18
P13,8.91,14.55,328,2025-04-11
P3,14.02,21.48,351,2025-02-01
P7,16.42,20.42,53,2025-04-04
P4,17.16,29.04,74,2023-10-25
P9,8.63,21.79,118,2024-02-01
P13,11.56,20.01,287,2023-12-08
P9,0.43,6.2,228,2023-07-20
P6,0.07,6.47,244,2024-07-26
P2,5.35,12.43,4,2023-10-18
P2,18.52,19.92,364,2024-08-02
P3,4.18,12.58,341,2023-10-17
P14,18.3,25.37,304,2023-08-02
P13,1.13,2.05,101,2025-01-21
P9,19.13,24.67,207,2023-09-10
P13,3.43,14.58,268,2024-10-28
P11,17.79,25.06,375,2024-10-21
P14,15.38,20.72,257,2024-10-26
P2,12.35,24.1,443,2023-11-20
P7,2.83,5.56,442,2024-02-09
P5,8.74,11.38,116,2024-08-21
P4,0.98,6.25,365,2024-10-30
P5,18.12,22.45,429,2024-12-16
P7,7.67,15.73,131,2025-03-11
P9,13.83,18.25,162,2024-02-11
P12,9.98,10.86,216,2024-04-21
P6,19.48,28.79,423,2023-12-25
P5,14.19,23.27,13,2023-10-16
P10,1.1,12.38,480,2025-02-12
P10,4.78,15.16,39,2024-08-20
P2,17.2,26.82,345,2024-05-15
P4,11.01,13.2,299,2024-09-21
P12,6.08,11.28,221,2024-08-11
P8,2.03,8.86,183,2025-02-06
P7,14.36,23.53,472,2024-12-07
P3,4.22,7.73,241,2023-10-22
P6,10.54,20.95,99,2024-10-06
P13,17.67,19.51,458,2024-10-09
P7,9.25,16.6,393,2024-02-29
P14,1.45,3.29,206,2023-10-14
P11,11.09,17.06,466,2023-10-21
P8,13.95,25.78,444,2024-02-28
P9,0.78,1.47,171,2025-01-24
P8,12.04,18.82,335,2024-02-26
P7,3.12,4.17,235,2024-08-29
P8,4.11,7.18,262,2025-01-11
P13,16.38,25.58,238,2025-05-23
P4,4.48,15.72,185,2023-06-15
P2,18.8,22.54,96,2024-10-01
P1,1.87,2.82,488,2024-02-05
P10,12.05,23.81,392,2024-02-24
P8,14.42,15.38,121,2024-01-18
P13,13.21,19.88,151,2024-11-03
P2,6.42,19.15,255,2024-04-19
P8,17.22,21.2,319,2024-03-08
P2,15.19,19.39,126,2023-10-31
P11,6.3,8.87,320,2024-05-30
P12,6.55,19.37,76,2024-04-01
P6,4.47,9.38,111,2023-12-02
P12,5.88,11.96,159,2025-02-18
P13,8.05,10.15,371,2024-05-05
P9,11.86,17.94,28,2025-01-18
P2,10.32,14.63,108,2023-07-30
P14,12.83,13.48,448,2024-05-24
P13,19.88,31.95,424,2024-01-03
P8,19.04,33.05,88,2024-05-25
P2,17.23,31.95,264,2025-04-28
P13,19.87,32.26,424,2024-09-23
P12,2.4,11.07,397,2025-02-20
P4,0.3,10.56,39,2024-04-05
P11,1.8,5.97,419,2023-10-07
P9,18.72,27.07,67,2025-04-19
P11,9.46,13.28,290,2024-01-08
P5,0.77,9.94,129,2024-05-22
P5,6.66,9.89,166,2023-12-19
P8,4.96,18.29,331,2024-10-23
P12,10.03,23.57,85,2024-10-06
P2,1.49,10.4,190,2024-07-17
P10,4.46,17.02,124,2023-09-04
P10,0.89,2.67,81,2024-10-23
P12,2.2,10.83,167,2024-05-20
P5,5.35,6.54,432,2024-12-14
P4,18.52,19.03,116,2024-10-22
P8,15.26,16.42,456,2023-12-29
P5,7.05,14.56,335,2025-02-22
P8,12.48,24.92,222,2024-11-27
P10,6.18,13.57,356,2025-01-22
P6,10.39,18.08,257,2024-09-05
P2,0.6,3.71,327,2024-12-16
P2,19.99,26.21,200,2024-04-23
P5,15.57,18.23,160,2025-05-04
P10,5.63,15.9,401,2024-08-31
P11,9.82,20.13,448,2024-10-28
P4,19.22,24.57,240,2024-12-19
P1,17.74,25.2,119,2024-03-31
P7,4.41,13.04,382,2024-02-07
P1,19.38,31.73,406,2023-12-17
P9,3.87,6.26,278,2023-09-29
P9,13.51,15.29,142,2023-07-28
P6,2.68,9.41,360,2023-10-22
P8,9.22,16.32,448,2024-05-08
P2,10.47,16.59,51,2023-12-03
P9,10.15,22.34,447,2023-07-02
P3,12.84,19.05,312,2023-07-08
P8,15.68,29.94,421,2024-05-30
P11,19.28,21.64,110,2024-10-21
P10,18.71,30.19,297,2024-10-27
P8,2.37,16.37,409,2024-05-21
P5,0.37,1.61,13,2023-07-31
P13,15.76,21.83,437,2023-12-10
P2,12.26,22.71,357,2024-05-21
P11,1.0,15.29,139,2024-10-08
P9,9.51,21.56,441,2024-06-27
P5,12.51,20.12,405,2024-08-18
P14,7.06,16.42,66,2023-06-24
P1,7.73,15.59,196,2024-02-27
P9,9.23,23.11,179,2025-03-28
P12,2.07,15.11,407,2025-05-28
P2,8.41,14.19,363,2024-04-29
P1,8.11,15.53,239,2024-03-30
P4,13.93,27.12,358,2023-07-29
P8,3.91,10.25,480,2024-11-26
P3,16.28,22.94,88,2025-03-27
P7,18.92,31.55,333,2024-08-22
P1,1.89,10.41,75,2023-07-24
P8,8.42,10.41,214,2024-06-19
P13,15.89,19.52,165,2024-08-09
P9,13.62,18.96,445,2024-04-24
P5,5.18,15.31,109,2023-08-06
P5,1.02,7.69,237,2024-03-16
P12,19.5,28.18,286,2025-02-03
P1,19.61,29.3,249,2025-03-12
P1,1.41,7.02,8,2024-08-01
P1,10.25,18.51,342,2025-05-03
P7,2.38,5.15,14,2024-07-27
P1,10.1,24.83,188,2024-09-02
P4,14.96,20.74,8,2024-08-05
P4,11.61,16.74,126,2024-03-27
P3,14.33,26.71,340,2025-04-30
P9,13.43,13.94,426,2025-01-09
P6,10.15,16.95,227,2023-09-23
P14,4.69,10.84,329,2025-02-10
P13,15.92,23.61,326,2024-11-25
P14,15.7,24.81,475,2023-12-06
P10,18.43,24.08,470,2024-03-25
P6,2.49,15.55,454,2024-09-06
P14,3.32,8.11,96,2024-07-27
P7,16.77,23.71,454,2024-03-18
P10,15.13,20.23,154,2024-11-17
P4,13.67,19.21,376,2024-09-27
P12,14.26,15.36,478,2024-11-21
P7,14.92,27.87,144,2024-11-09
P4,9.38,12.67,475,2023-10-21
P5,11.38,12.74,385,2023-07-15
P7,7.0,21.15,24,2024-01-14
P14,18.44,21.03,216,2023-07-10
P3,10.8,22.33,373,2024-02-29
P9,2.5,15.73,285,2024-11-13
P2,6.7,19.13,96,2024-10-07
P11,18.0,22.93,442,2024-01-11
P3,2.11,2.72,67,2024-08-06
P8,9.56,12.3,204,2024-10-23
P2,15.2,25.04,326,2024-04-22
P8,16.39,20.14,395,2024-09-01
P12,1.88,16.46,241,2025-03-23
P14,9.69,22.49,162,2025-01-07
P2,3.06,17.74,421,2024-06-05
P2,13.35,15.86,500,2025-01-12
P10,14.6,21.94,341,2024-09-04
P10,12.25,16.07,204,2023-10-12
P7,19.6,24.6,134,2023-07-10
P14,13.58,17.19,382,2024-03-22
P14,11.75,14.84,38,2024-09-25
P10,2.49,12.3,263,2023-07-13
P5,12.91,25.65,335,2025-05-30
P4,3.85,12.39,241,2024-12-12
P9,11.61,17.63,302,2024-11-19
P8,12.13,16.14,234,2024-04-08
P10,7.7,19.27,58,2024-06-21
P4,9.23,18.2,389,2025-05-16
P4,7.28,21.49,484,2024-11-29
P9,12.11,25.48,51,2023-10-20
P8,13.98,27.15,340,2025-03-18
P5,18.04,27.98,488,2024-01-01
P2,4.93,12.18,416,2024-05-01
P4,4.14,16.78,487,2024-10-25
P6,19.37,22.89,358,2024-09-23
P3,13.23,23.09,320,2024-10-29
P2,3.41,17.45,363,2023-07-08
P5,2.18,14.84,56,2024-03-10
P3,6.92,19.3,306,2023-07-11
P8,16.01,19.81,26,2024-04-05
P4,16.3,26.1,290,2023-10-23
P1,14.77,16.06,477,2024-11-28
P6,18.95,23.46,330,2024-01-18
P11,2.31,12.47,175,2024-09-01
P4,9.19,18.44,331,2025-02-22
P3,8.71,18.48,460,2025-01-11
P7,13.62,18.69,76,2024-04-09
P9,17.99,24.19,468,2024-06-07
P12,16.43,29.3,387,2023-09-26
P8,6.65,7.57,246,2024-02-21
P2,6.09,10.81,116,2025-03-14
P8,19.28,29.65,392,2024-01-22
P5,11.81,21.01,247,2025-03-19
P14,14.81,25.33,368,2025-04-04
P13,19.06,19.57,413,2024-02-27
P3,10.22,14.19,299,2023-11-14
P2,3.32,16.01,451,2024-04-07
P1,1.68,13.28,447,2025-03-23
P8,16.72,26.02,185,2024-11-01
P14,17.51,32.31,98,2024-10-20
P7,17.76,24.16,367,2024-11-14
P9,12.88,15.32,261,2024-05-15
P9,19.64,31.78,85,2024-10-21
P12,0.3,12.46,237,2024-12-02
P11,12.02,15.73,74,2023-10-17
P12,16.19,21.47,10,2024-10-10
P6,15.24,29.96,140,2023-07-28
P12,16.14,22.97,399,2023-10-14
P7,16.35,20.96,341,2024-01-21
P2,12.67,16.59,238,2024-04-27
P9,1.95,2.86,229,2024-02-05
P1,16.13,26.57,129,2025-05-05
P6,16.42,23.23,49,2023-06-21
P6,13.74,27.23,236,2024-09-21
P5,17.03,24.97,495,2023-09-09
P5,0.28,8.68,403,2025-01-15
P2,16.41,23.49,369,2024-10-31
P14,3.07,6.07,182,2024-02-12
P8,4.2,17.87,341,2023-12-30
P12,12.73,14.65,75,2023-09-19
P6,2.98,17.64,109,2024-05-26
P11,8.35,9.83,85,2024-11-25
P13,8.37,19.2,179,2023-08-24
P3,13.79,21.09,300,2023-11-15
P4,7.91,15.68,456,2024-01-31
P13,7.32,20.25,27,2023-10-30
P5,7.29,11.79,389,2023-07-20
P3,1.9,8.21,119,2024-10-18
P2,8.91,10.79,101,2024-01-05
P9,18.88,32.43,490,2024-02-25
P1,9.01,13.78,227,2023-11-03
P5,16.43,27.82,130,2024-01-20
P12,0.19,13.85,31,2024-11-03
P2,17.11,26.4,125,2024-10-17
P10,15.08,25.38,174,2023-06-28
P7,1.49,4.77,452,2024-12-01
P6,4.79,7.36,441,2023-08-14
P11,17.24,24.45,132,2024-01-25
P6,10.94,23.04,385,2024-10-19
P1,19.53,21.96,438,2023-08-02
P13,8.74,10.82,111,2023-10-16
P8,0.75,14.95,202,2024-12-08
P1,0.29,8.16,75,2024-09-03
P4,17.72,25.79,236,2025-04-24
P10,14.64,19.27,447,2024-01-22
P1,3.22,4.28,6,2024-09-01
P2,5.12,14.09,335,2023-12-23
P4,16.65,24.45,26,2023-12-21
P7,8.24,21.03,260,2024-02-25
P1,13.14,14.92,80,2023-10-19
P11,8.92,20.99,305,2024-07-25
P4,0.5,13.62,326,2025-02-28
P2,9.26,17.95,386,2024-06-02
P12,3.06,4.58,235,2024-01-03
P14,4.82,11.08,268,2025-04-07
P11,5.76,7.11,170,2025-05-03
P10,7.98,11.08,346,2024-02-08
P4,4.74,16.42,478,2023-08-16
P7,11.66,20.75,499,2024-02-21
P10,2.81,8.32,324,2024-07-28
P6,1.29,14.43,363,2025-02-20
P8,9.35,18.25,392,2024-07-29
P10,16.3,25.37,400,2023-07-17
P4,13.16,16.49,379,2024-09-07
P10,19.98,23.76,343,2024-04-30
P6,15.16,28.79,111,2023-07-13
P5,17.07,29.91,63,2024-01-18
P8,16.17,23.32,473,2024-02-19
P12,5.69,6.84,465,2024-06-07
P7,13.06,26.54,179,2024-04-13
P4,6.11,14.82,486,2024-10-06
P11,10.32,22.59,9,2023-11-05
P6,11.49,14.93,9,2024-02-06
P2,6.31,14.83,164,2024-09-15
P12,4.93,17.07,384,2025-01-21
P12,12.28,13.1,241,2024-04-20
P6,8.27,20.41,36,2025-05-09
P14,2.14,12.29,86,2024-12-19
P1,9.33,13.81,352,2024-03-09
P1,18.07,23.01,106,2025-03-07
P1,6.75,17.28,408,2024-02-17
P6,12.33,23.03,316,2024-06-18
P4,15.99,16.69,266,2024-07-17
P1,8.44,14.99,233,2024-05-10
P5,7.02,15.86,83,2024-02-12
P9,10.42,16.62,43,2025-01-17
P8,18.05,28.39,131,2024-05-14
P3,15.06,27.38,113,2025-05-09
P13,15.19,21.0,236,2025-02-01
P3,12.54,15.4,123,2024-05-28
P6,17.64,32.54,387,2025-04-17
P4,8.36,20.14,250,2023-12-05
P14,4.86,6.08,315,2024-05-12
P14,5.68,13.19,38,2025-04-16
P6,3.93,6.9,103,2024-08-21
P7,3.32,16.71,132,2024-04-29
P5,19.64,25.32,150,2024-02-09
P5,11.85,19.23,107,2025-01-28
P12,19.46,25.84,477,2024-06-05
P13,4.22,15.92,22,2024-08-24
P10,6.96,17.97,357,2024-08-30
P12,11.88,22.9,39,2024-11-26
P7,13.56,27.94,80,2025-05-27
P5,1.21,15.03,466,2025-05-10
P13,8.21,10.07,106,2023-12-28
P10,3.34,13.36,205,2024-08-07
P10,4.14,18.36,184,2024-09-30
P12,7.77,11.36,476,2024-11-17
P8,18.07,31.94,193,2024-07-04
P13,5.86,11.69,304,2023-07-06
P13,10.06,19.83,185,2025-01-09
P13,16.14,17.1,488,2024-12-14
P10,19.8,21.15,257,2025-03-14
P12,11.96,15.2,463,2024-12-26
P11,18.57,21.11,292,2024-07-22
P8,8.81,21.55,369,2024-12-10
P2,0.93,1.79,261,2024-04-02
P14,8.52,13.23,463,2024-01-07
P4,4.42,10.4,157,2023-08-09
P12,1.5,10.83,380,2025-02-17
P5,16.72,30.1,24,2023-12-30
P13,2.02,6.13,45,2024-07-25
P9,17.35,31.49,308,2024-06-19
P4,16.01,23.66,295,2024-01-08
P6,11.9,17.09,147,2023-08-05
P2,15.85,25.23,377,2025-03-25
P2,2.4,13.3,443,2024-04-25
P9,0.07,9.96,70,2024-01-10
P2,6.39,13.71,273,2023-12-26
P3,8.96,16.53,449,2024-04-15
P6,14.36,23.11,111,2023-08-12
P1,8.33,21.71,16,2023-08-21
P12,3.41,11.43,448,2024-09-03
P5,10.27,24.35,364,2025-05-30
P3,5.51,16.63,251,2024-09-22
P6,4.03,5.21,19,2023-07-10
P9,11.17,11.96,280,2024-07-13
P1,5.49,17.18,90,2024-01-10
P5,6.57,18.18,438,2023-09-28
P8,7.05,21.12,103,2023-07-19
P3,6.56,21.54,389,2023-08-30
P4,19.01,28.7,195,2024-10-29
P3,15.14,18.14,53,2025-05-04
P5,5.48,6.02,306,2025-04-10
P10,17.24,29.14,451,2024-04-27
P4,4.0,11.85,94,2023-11-13
P2,14.63,15.92,303,2024-02-05
P12,9.81,23.37,288,2024-11-09
P6,8.29,18.59,286,2025-01-12
P5,4.5,15.17,226,2025-01-02
P5,11.53,21.7,17,2024-05-04
P14,12.05,17.94,485,2023-07-25
P7,1.12,3.26,485,2024-12-01
P4,10.64,24.68,92,2023-09-29
P10,16.59,24.02,96,2025-05-17
P1,2.18,16.92,233,2023-09-23
P8,19.31,31.64,497,2025-01-21
P3,6.35,17.81,159,2024-09-09
P12,4.04,11.99,354,2023-07-26
P5,3.95,18.0,131,2024-09-06
P5,5.93,16.48,341,2023-10-08
P11,7.11,11.87,466,2024-01-28
P3,11.43,19.84,312,2025-03-15
P14,13.06,20.99,281,2023-07-31
P10,3.95,10.06,353,2024-04-15
P9,17.26,31.8,468,2023-07-18
P9,2.08,2.6,105,2024-04-30
P7,4.12,4.8,384,2024-12-23
P5,2.13,7.6,217,2024-10-05
P6,18.94,29.28,89,2024-08-30
P10,7.49,8.94,226,2024-09-22
